id_client,recence,frequence,montant,segment,label
CLT_00553,154,2,134771.51,1,A risque 🟡
CLT_00554,77,2,10708.599999999999,1,A risque 🟡
CLT_00555,210,1,23432.18,1,A risque 🟡
CLT_00556,376,2,282644.98,1,A risque 🟡
CLT_00557,130,17,138669.28,1,A risque 🟡
CLT_00558,219,7,69562.58,1,A risque 🟡
CLT_00559,505,1,1867.28,1,A risque 🟡
CLT_00560,866,3,339173.98,0,Perdus 🔴
CLT_00561,403,1,80234.7,1,A risque 🟡
CLT_00562,78,2,6113.33,1,A risque 🟡
CLT_00563,90,1,834.26,1,A risque 🟡
CLT_00564,502,11,16297.689999999999,1,A risque 🟡
CLT_00565,317,1,140410.73,1,A risque 🟡
CLT_00566,510,2,33021.14,0,Perdus 🔴
CLT_00567,893,1,40007.94,0,Perdus 🔴
CLT_00568,825,4,39418.94,0,Perdus 🔴
CLT_00569,476,1,1791.6,1,A risque 🟡
CLT_00570,177,1,26440.98,1,A risque 🟡
CLT_00571,582,13,143519.83000000002,0,Perdus 🔴
CLT_00572,348,2,10567.28,1,A risque 🟡
CLT_00573,602,1,3412.71,0,Perdus 🔴
CLT_00574,29,1,24416.88,1,A risque 🟡
CLT_00575,228,1,1791.6,1,A risque 🟡
CLT_00576,245,1,8146.56,1,A risque 🟡
CLT_00577,937,1,119440.3,0,Perdus 🔴
CLT_00578,921,1,20003.97,0,Perdus 🔴
CLT_00579,173,1,3820.27,1,A risque 🟡
CLT_00580,1040,1,140410.73,0,Perdus 🔴
CLT_00581,622,4,73039.1,0,Perdus 🔴
CLT_00582,760,1,1045.79,0,Perdus 🔴
CLT_00583,183,1,7594.94,1,A risque 🟡
CLT_00584,547,1,119440.3,0,Perdus 🔴
CLT_00585,893,3,28930.08,0,Perdus 🔴
CLT_00586,416,1,1157.93,1,A risque 🟡
CLT_00587,490,5,13032.66,1,A risque 🟡
CLT_00588,772,1,80234.7,0,Perdus 🔴
CLT_00589,175,3,23959.82,1,A risque 🟡
CLT_00590,903,2,8458.380000000001,0,Perdus 🔴
CLT_00591,138,2,40523.08,1,A risque 🟡
CLT_00592,104,1,3920.56,1,A risque 🟡
CLT_00593,476,1,2735.27,1,A risque 🟡
CLT_00594,338,1,1791.6,1,A risque 🟡
CLT_00595,180,1,3555.86,1,A risque 🟡
CLT_00596,155,1,26440.98,1,A risque 🟡
CLT_00597,209,3,27626.27,1,A risque 🟡
CLT_00598,39,1,7385.24,1,A risque 🟡
CLT_00599,167,1,27352.74,1,A risque 🟡
CLT_00600,181,2,6701.42,1,A risque 🟡
CLT_00601,317,1,3583.21,1,A risque 🟡
CLT_00602,520,5,14205.189999999999,0,Perdus 🔴
CLT_00603,521,1,41940.87,0,Perdus 🔴
CLT_00604,533,1,7949.67,0,Perdus 🔴
CLT_00605,960,1,140410.73,0,Perdus 🔴
CLT_00606,1071,1,1924.72,0,Perdus 🔴
CLT_00608,1084,2,27811.35,0,Perdus 🔴
CLT_00609,145,6,32832.4,1,A risque 🟡
CLT_00610,252,2,3641.1,1,A risque 🟡
CLT_00611,862,1,3816.62,0,Perdus 🔴
CLT_00612,167,1,26440.98,1,A risque 🟡
CLT_00613,160,1,3555.86,1,A risque 🟡
CLT_00614,410,7,2917.63,1,A risque 🟡
CLT_00615,478,2,14396.66,1,A risque 🟡
CLT_00616,165,1,5124.08,1,A risque 🟡
CLT_00617,421,5,11276.62,1,A risque 🟡
CLT_00618,581,5,5366.6,0,Perdus 🔴
CLT_00619,1,1,847.93,1,A risque 🟡
CLT_00620,414,1,2831.01,1,A risque 🟡
CLT_00621,861,13,44017.87,0,Perdus 🔴
CLT_00622,521,1,26440.98,0,Perdus 🔴
CLT_00623,166,3,26532.16,1,A risque 🟡
CLT_00624,550,1,119440.3,0,Perdus 🔴
CLT_00625,391,5,16794.59,1,A risque 🟡
CLT_00626,941,1,2615.83,0,Perdus 🔴
CLT_00627,269,1,6605.69,1,A risque 🟡
CLT_00628,99,1,3555.86,1,A risque 🟡
CLT_00629,210,1,13544.17,1,A risque 🟡
CLT_00630,98,6,13478.51,1,A risque 🟡
CLT_00631,980,2,80739.81,0,Perdus 🔴
CLT_00632,495,3,50277.98,1,A risque 🟡
CLT_00633,761,2,15388.25,0,Perdus 🔴
CLT_00634,106,1,3090.86,1,A risque 🟡
CLT_00635,850,2,21911.37,0,Perdus 🔴
CLT_00636,199,2,34564.75,1,A risque 🟡
CLT_00637,942,1,2696.98,0,Perdus 🔴
CLT_00638,300,2,42177.93,1,A risque 🟡
CLT_00639,331,1,1791.6,1,A risque 🟡
CLT_00640,511,1,446.76,0,Perdus 🔴
CLT_00641,281,1,29176.26,1,A risque 🟡
CLT_00642,182,1,2142.63,1,A risque 🟡
CLT_00643,511,1,925.43,0,Perdus 🔴
CLT_00644,779,10,8698.17,0,Perdus 🔴
CLT_00645,193,9,28793.31,1,A risque 🟡
CLT_00646,1032,4,143620.13,0,Perdus 🔴
CLT_00647,720,1,80234.7,0,Perdus 🔴
CLT_00648,459,10,36537.78,1,A risque 🟡
CLT_00649,938,1,832.44,0,Perdus 🔴
CLT_00650,907,1,94822.83,0,Perdus 🔴
CLT_00652,1092,1,946.4,0,Perdus 🔴
CLT_00653,550,1,21006.9,0,Perdus 🔴
CLT_00654,397,1,29176.26,1,A risque 🟡
CLT_00655,53,1,291.76,1,A risque 🟡
CLT_00656,680,1,946.4,0,Perdus 🔴
CLT_00657,551,5,56437.82,0,Perdus 🔴
CLT_00658,141,1,9705.66,1,A risque 🟡
CLT_00659,209,5,35303.259999999995,1,A risque 🟡
CLT_00660,4,1,1668.52,1,A risque 🟡
CLT_00661,218,1,8114.65,1,A risque 🟡
CLT_00662,1041,1,5842.55,0,Perdus 🔴
CLT_00663,796,1,5997.54,0,Perdus 🔴
CLT_00664,216,1,1923.81,1,A risque 🟡
CLT_00665,91,1,30835.66,1,A risque 🟡
CLT_00667,305,1,5999.37,1,A risque 🟡
CLT_00668,237,1,94822.83,1,A risque 🟡
CLT_00669,50,5,8041.7,1,A risque 🟡
CLT_00670,66,4,13348.14,1,A risque 🟡
CLT_00671,521,1,1048.52,0,Perdus 🔴
CLT_00672,1049,1,94822.83,0,Perdus 🔴
CLT_00673,886,1,19703.91,0,Perdus 🔴
CLT_00674,1035,1,94822.83,0,Perdus 🔴
CLT_00675,302,2,37322.82,1,A risque 🟡
CLT_00676,157,2,52881.96,1,A risque 🟡
CLT_00677,966,2,12213.0,0,Perdus 🔴
CLT_00678,504,1,80234.7,0,Perdus 🔴
CLT_00679,721,1,12483.79,0,Perdus 🔴
CLT_00680,60,1,18034.57,1,A risque 🟡
CLT_00681,392,1,1791.6,1,A risque 🟡
CLT_00682,108,2,12315.21,1,A risque 🟡
CLT_00683,191,1,29176.26,1,A risque 🟡
CLT_00684,713,1,4122.97,0,Perdus 🔴
CLT_00685,33,2,10225.369999999999,1,A risque 🟡
CLT_00686,515,3,25170.91,0,Perdus 🔴
CLT_00687,870,3,20718.78,0,Perdus 🔴
CLT_00688,485,12,13517.73,1,A risque 🟡
CLT_00689,526,1,8178.47,0,Perdus 🔴
CLT_00690,304,1,7321.42,1,A risque 🟡
CLT_00691,35,1,1641.16,1,A risque 🟡
CLT_00692,719,1,2472.69,0,Perdus 🔴
CLT_00693,624,1,26440.98,0,Perdus 🔴
CLT_00694,584,1,5372.08,0,Perdus 🔴
CLT_00695,471,5,4668.209999999999,1,A risque 🟡
CLT_00696,155,3,3482.91,1,A risque 🟡
CLT_00697,31,2,16493.699999999997,1,A risque 🟡
CLT_00698,76,1,2573.35,1,A risque 🟡
CLT_00699,890,2,16317.73,0,Perdus 🔴
CLT_00700,322,4,48095.24,1,A risque 🟡
CLT_00701,771,2,10507.1,0,Perdus 🔴
CLT_00703,753,3,129378.46,0,Perdus 🔴
CLT_00704,523,3,11808.789999999999,0,Perdus 🔴
CLT_00705,81,3,10923.33,1,A risque 🟡
CLT_00706,29,5,7439.950000000001,1,A risque 🟡
CLT_00707,532,1,26440.98,0,Perdus 🔴
CLT_00708,175,1,27352.74,1,A risque 🟡
CLT_00709,948,1,20003.97,0,Perdus 🔴
CLT_00710,308,1,42013.81,1,A risque 🟡
CLT_00711,126,1,11396.98,1,A risque 🟡
CLT_00712,792,1,3919.65,0,Perdus 🔴
CLT_00713,908,1,832.44,0,Perdus 🔴
CLT_00714,139,1,5789.66,1,A risque 🟡
CLT_00715,69,1,2315.87,1,A risque 🟡
CLT_00716,326,1,94822.83,1,A risque 🟡
CLT_00717,658,1,832.44,0,Perdus 🔴
CLT_00718,206,2,24147.92,1,A risque 🟡
CLT_00719,260,2,5693.92,1,A risque 🟡
CLT_00720,253,4,2739.83,1,A risque 🟡
CLT_00721,538,1,15016.65,0,Perdus 🔴
CLT_00722,307,3,13178.49,1,A risque 🟡
CLT_00723,991,1,20003.97,0,Perdus 🔴
CLT_00724,747,1,2831.01,0,Perdus 🔴
CLT_00725,204,1,56164.29,1,A risque 🟡
CLT_00726,467,1,11579.33,1,A risque 🟡
CLT_00727,489,1,119440.3,1,A risque 🟡
CLT_00728,758,2,54694.54,0,Perdus 🔴
CLT_00729,66,1,2379.69,1,A risque 🟡
CLT_00730,327,7,22917.02,1,A risque 🟡
CLT_00731,479,2,26616.04,1,A risque 🟡
CLT_00732,537,1,80234.7,0,Perdus 🔴
CLT_00733,789,1,815.79,0,Perdus 🔴
CLT_00734,254,2,11766.24,1,A risque 🟡
CLT_00735,272,3,39802.799999999996,1,A risque 🟡
CLT_00736,120,1,29176.26,1,A risque 🟡
CLT_00737,562,1,2831.01,0,Perdus 🔴
CLT_00738,940,1,94822.83,0,Perdus 🔴
CLT_00739,51,8,6642.16,1,A risque 🟡
CLT_00740,891,2,25080.64,0,Perdus 🔴
CLT_00741,562,2,148051.26,0,Perdus 🔴
CLT_00742,102,2,6637.599999999999,1,A risque 🟡
CLT_00743,565,1,80234.7,0,Perdus 🔴
CLT_00744,540,1,7635.97,0,Perdus 🔴
CLT_00746,830,1,16420.76,0,Perdus 🔴
CLT_00748,568,2,3503.89,0,Perdus 🔴
CLT_00749,188,1,26440.98,1,A risque 🟡
CLT_00750,127,1,13676.37,1,A risque 🟡
CLT_00751,157,2,5598.1900000000005,1,A risque 🟡
CLT_00752,687,1,824.23,0,Perdus 🔴
CLT_00753,207,2,793.22,1,A risque 🟡
CLT_00754,22,2,17615.170000000002,1,A risque 🟡
CLT_00755,660,3,16535.64,0,Perdus 🔴
CLT_00756,293,1,27352.74,1,A risque 🟡
CLT_00757,232,1,9498.15,1,A risque 🟡
CLT_00758,799,1,9704.75,0,Perdus 🔴
CLT_00759,401,1,104542.17,1,A risque 🟡
CLT_00760,516,1,21006.9,0,Perdus 🔴
CLT_00761,566,2,20505.43,0,Perdus 🔴
CLT_00762,141,1,3583.21,1,A risque 🟡
CLT_00763,183,2,6350.389999999999,1,A risque 🟡
CLT_00764,237,2,26384.46,1,A risque 🟡
CLT_00765,587,1,3058.04,0,Perdus 🔴
CLT_00766,170,1,834.26,1,A risque 🟡
CLT_00767,49,1,9897.13,1,A risque 🟡
CLT_00768,46,1,1791.6,1,A risque 🟡
CLT_00769,110,7,27393.77,1,A risque 🟡
CLT_00770,1033,1,94822.83,0,Perdus 🔴
CLT_00771,197,2,4230.5599999999995,1,A risque 🟡
CLT_00772,357,4,49540.38,1,A risque 🟡
CLT_00773,825,2,2035.04,0,Perdus 🔴
CLT_00774,187,5,5446.03,1,A risque 🟡
CLT_00775,52,1,26440.98,1,A risque 🟡
CLT_00776,236,3,5607.3099999999995,1,A risque 🟡
CLT_00778,881,6,47941.14,0,Perdus 🔴
CLT_00779,555,2,10795.21,0,Perdus 🔴
CLT_00780,137,1,9691.99,1,A risque 🟡
CLT_00781,149,1,26440.98,1,A risque 🟡
CLT_00782,1005,6,45321.66,0,Perdus 🔴
CLT_00783,510,9,20500.86,1,A risque 🟡
CLT_00784,53,1,638.23,1,A risque 🟡
CLT_00785,486,2,9078.2,1,A risque 🟡
CLT_00786,723,1,114.88,0,Perdus 🔴
CLT_00787,702,1,26440.98,0,Perdus 🔴
CLT_00788,788,1,3919.65,0,Perdus 🔴
CLT_00789,282,11,10644.789999999999,1,A risque 🟡
CLT_00790,525,1,1757.87,0,Perdus 🔴
CLT_00791,995,1,20003.97,0,Perdus 🔴
CLT_00792,191,1,1440.58,1,A risque 🟡
CLT_00793,554,2,31749.230000000003,0,Perdus 🔴
CLT_00794,71,1,3473.8,1,A risque 🟡
CLT_00795,322,1,26440.98,1,A risque 🟡
CLT_00796,4,21,665109.23,2,Champions 🟢
CLT_00797,62,1,27352.74,1,A risque 🟡
CLT_00798,160,1,4326.29,1,A risque 🟡
CLT_00799,130,1,8807.58,1,A risque 🟡
CLT_00800,874,5,7734.44,0,Perdus 🔴
CLT_00801,177,1,3920.56,1,A risque 🟡
CLT_00803,200,1,23432.18,1,A risque 🟡
CLT_00804,958,1,7847.5,0,Perdus 🔴
CLT_00805,34,1,1458.81,1,A risque 🟡
CLT_00806,921,1,20003.97,0,Perdus 🔴
CLT_00807,641,1,9688.34,0,Perdus 🔴
CLT_00808,131,2,20929.41,1,A risque 🟡
CLT_00809,959,4,7930.47,0,Perdus 🔴
CLT_00810,1007,4,4178.78,0,Perdus 🔴
CLT_00811,913,1,15176.21,0,Perdus 🔴
CLT_00812,838,1,42804.3,0,Perdus 🔴
CLT_00813,262,1,27352.74,1,A risque 🟡
CLT_00814,53,34,97068.49,2,Champions 🟢
CLT_00815,721,9,122415.37,0,Perdus 🔴
CLT_00816,603,2,52881.96,0,Perdus 🔴
CLT_00817,211,1,29176.26,1,A risque 🟡
CLT_00818,299,1,2735.27,1,A risque 🟡
CLT_00819,173,1,2119.84,1,A risque 🟡
CLT_00821,138,1,2826.45,1,A risque 🟡
CLT_00822,565,1,137602.52,0,Perdus 🔴
CLT_00823,860,1,1783.4,0,Perdus 🔴
CLT_00824,571,2,6741.54,0,Perdus 🔴
CLT_00825,889,1,8011.62,0,Perdus 🔴
CLT_00827,273,1,18964.57,1,A risque 🟡
CLT_00828,212,1,29176.26,1,A risque 🟡
CLT_00829,359,1,1923.81,1,A risque 🟡
CLT_00830,579,1,4322.64,0,Perdus 🔴
CLT_00831,54,1,6291.13,1,A risque 🟡
CLT_00832,224,1,601.76,1,A risque 🟡
CLT_00833,202,1,26440.98,1,A risque 🟡
CLT_00834,580,1,30226.6,0,Perdus 🔴
CLT_00835,234,5,18841.48,1,A risque 🟡
CLT_00836,801,1,26440.98,0,Perdus 🔴
CLT_00837,986,1,52881.96,0,Perdus 🔴
CLT_00838,519,2,9573.46,0,Perdus 🔴
CLT_00839,156,1,1340.28,1,A risque 🟡
CLT_00840,541,1,834.26,0,Perdus 🔴
CLT_00841,134,10,38562.81,1,A risque 🟡
CLT_00842,854,2,14393.92,0,Perdus 🔴
CLT_00843,46,1,4595.26,1,A risque 🟡
CLT_00844,194,2,2739.83,1,A risque 🟡
CLT_00845,373,1,1157.93,1,A risque 🟡
CLT_00846,48,3,1039.4099999999999,1,A risque 🟡
CLT_00847,315,3,21696.190000000002,1,A risque 🟡
CLT_00848,519,2,7056.09,0,Perdus 🔴
CLT_00849,605,1,5997.54,0,Perdus 🔴
CLT_00850,884,4,48605.82,0,Perdus 🔴
CLT_00851,495,1,2279.4,1,A risque 🟡
CLT_00852,302,1,1467.93,1,A risque 🟡
CLT_00853,622,1,2853.8,0,Perdus 🔴
CLT_00854,36,5,77104.64,1,A risque 🟡
CLT_00855,280,1,9737.58,1,A risque 🟡
CLT_00856,935,3,43751.12,0,Perdus 🔴
CLT_00857,891,1,26440.98,0,Perdus 🔴
CLT_00858,211,1,105763.93,1,A risque 🟡
CLT_00859,56,1,127190.24,1,A risque 🟡
CLT_00860,342,2,8944.35,1,A risque 🟡
CLT_00861,78,1,1426.9,1,A risque 🟡
CLT_00862,510,8,35999.85,1,A risque 🟡
CLT_00863,583,1,9688.34,0,Perdus 🔴
CLT_00864,77,3,11082.42,1,A risque 🟡
CLT_00865,977,1,94822.83,0,Perdus 🔴
CLT_00866,475,4,4201.4,1,A risque 🟡
CLT_00867,441,4,28898.16,1,A risque 🟡
CLT_00868,753,1,26440.98,0,Perdus 🔴
CLT_00869,36,2,120274.56,1,A risque 🟡
CLT_00870,319,1,3583.21,1,A risque 🟡
CLT_00871,102,2,27316.27,1,A risque 🟡
CLT_00872,642,1,2615.83,0,Perdus 🔴
CLT_00873,504,9,40832.18,1,A risque 🟡
CLT_00874,488,4,304527.17,1,A risque 🟡
CLT_00876,36,1,1791.6,1,A risque 🟡
CLT_00877,419,3,37924.58,1,A risque 🟡
CLT_00878,606,1,80234.7,0,Perdus 🔴
CLT_00879,212,1,419.41,1,A risque 🟡
CLT_00880,89,1,1791.6,1,A risque 🟡
CLT_00881,532,1,26440.98,0,Perdus 🔴
CLT_00882,580,1,8723.7,0,Perdus 🔴
CLT_00883,250,3,2842.86,1,A risque 🟡
CLT_00884,771,3,2640.45,0,Perdus 🔴
CLT_00885,892,1,16111.58,0,Perdus 🔴
CLT_00886,281,2,50184.99,1,A risque 🟡
CLT_00887,339,2,38968.54,1,A risque 🟡
CLT_00888,81,1,26440.98,1,A risque 🟡
CLT_00889,71,1,26440.98,1,A risque 🟡
CLT_00890,278,1,5374.81,1,A risque 🟡
CLT_00891,54,13,72466.53,1,A risque 🟡
CLT_00893,106,1,18508.69,1,A risque 🟡
CLT_00894,1079,1,2434.39,0,Perdus 🔴
CLT_00895,889,1,19703.91,0,Perdus 🔴
CLT_00896,559,1,770.44,0,Perdus 🔴
CLT_00897,1063,1,5350.2,0,Perdus 🔴
CLT_00898,278,3,32960.049999999996,1,A risque 🟡
CLT_00899,315,1,106675.69,1,A risque 🟡
CLT_00900,547,4,18829.63,0,Perdus 🔴
CLT_00901,542,2,1170.69,0,Perdus 🔴
CLT_00902,673,1,5724.93,0,Perdus 🔴
CLT_00903,590,1,832.44,0,Perdus 🔴
CLT_00905,111,1,3145.57,1,A risque 🟡
CLT_00906,343,1,4321.73,1,A risque 🟡
CLT_00907,637,1,2704.27,0,Perdus 🔴
CLT_00908,645,11,43902.96,0,Perdus 🔴
CLT_00909,424,1,3920.56,1,A risque 🟡
CLT_00910,57,1,26440.98,1,A risque 🟡
CLT_00911,350,2,3715.41,1,A risque 🟡
CLT_00912,365,1,4321.73,1,A risque 🟡
CLT_00913,106,1,18508.69,1,A risque 🟡
CLT_00914,347,1,29176.26,1,A risque 🟡
CLT_00915,242,1,7708.91,1,A risque 🟡
CLT_00916,364,3,1522.64,1,A risque 🟡
CLT_00917,206,1,26440.98,1,A risque 🟡
CLT_00918,562,5,35124.56,0,Perdus 🔴
CLT_00919,577,1,4403.79,0,Perdus 🔴
CLT_00920,261,2,12801.09,1,A risque 🟡
CLT_00921,116,1,21608.66,1,A risque 🟡
CLT_00922,574,1,834.26,0,Perdus 🔴
CLT_00923,275,1,106675.69,1,A risque 🟡
CLT_00924,924,3,24346.68,0,Perdus 🔴
CLT_00925,1048,1,106675.69,0,Perdus 🔴
CLT_00926,50,1,117616.78,1,A risque 🟡
CLT_00927,502,1,26440.98,1,A risque 🟡
CLT_00928,45,1,3592.33,1,A risque 🟡
CLT_00929,749,9,51189.91,0,Perdus 🔴
CLT_00930,510,1,5725.84,0,Perdus 🔴
CLT_00931,317,1,27352.74,1,A risque 🟡
CLT_00932,697,1,3266.83,0,Perdus 🔴
CLT_00933,371,1,4321.73,1,A risque 🟡
CLT_00934,1034,2,11685.09,0,Perdus 🔴
CLT_00935,905,1,26440.98,0,Perdus 🔴
CLT_00936,334,2,42287.34,1,A risque 🟡
CLT_00937,312,1,2552.92,1,A risque 🟡
CLT_00938,531,1,834.26,0,Perdus 🔴
CLT_00939,169,1,21426.31,1,A risque 🟡
CLT_00940,477,1,26440.98,1,A risque 🟡
CLT_00941,495,5,13919.8,1,A risque 🟡
CLT_00942,629,2,19318.329999999998,0,Perdus 🔴
CLT_00943,56,2,3217.59,1,A risque 🟡
CLT_00944,599,9,19783.33,0,Perdus 🔴
CLT_00945,383,1,1791.6,1,A risque 🟡
CLT_00946,561,8,24718.67,0,Perdus 🔴
CLT_00947,162,2,31859.559999999998,1,A risque 🟡
CLT_00948,156,2,14108.73,1,A risque 🟡
CLT_00949,158,1,3555.86,1,A risque 🟡
CLT_00950,414,1,1581.9,1,A risque 🟡
CLT_00951,515,1,4321.73,0,Perdus 🔴
CLT_00952,888,8,188576.17,0,Perdus 🔴
CLT_00953,57,1,1157.93,1,A risque 🟡
CLT_00954,325,4,6196.3,1,A risque 🟡
CLT_00955,490,6,23736.7,1,A risque 🟡
CLT_00956,755,1,220.65,0,Perdus 🔴
CLT_00957,924,1,94822.83,0,Perdus 🔴
CLT_00958,331,1,2831.01,1,A risque 🟡
CLT_00960,585,1,119440.3,0,Perdus 🔴
CLT_00961,290,1,2188.22,1,A risque 🟡
CLT_00962,709,3,3063.5,0,Perdus 🔴
CLT_00963,1073,1,8916.99,0,Perdus 🔴
CLT_00964,921,1,20003.97,0,Perdus 🔴
CLT_00965,546,1,4635.38,0,Perdus 🔴
CLT_00966,553,1,2698.8,0,Perdus 🔴
CLT_00967,257,1,18964.57,1,A risque 🟡
CLT_00968,403,2,26618.78,1,A risque 🟡
CLT_00969,791,2,18881.6,0,Perdus 🔴
CLT_00970,184,1,11305.8,1,A risque 🟡
CLT_00971,54,24,258616.52,2,Champions 🟢
CLT_00972,449,3,2976.89,1,A risque 🟡
CLT_00973,304,3,5960.17,1,A risque 🟡
CLT_00974,630,1,26440.98,0,Perdus 🔴
CLT_00975,42,17,108515.63,1,A risque 🟡
CLT_00976,53,1,291.76,1,A risque 🟡
CLT_00977,1084,1,8833.11,0,Perdus 🔴
CLT_00978,56,3,2288.5,1,A risque 🟡
CLT_00979,389,1,78630.01,1,A risque 🟡
CLT_00980,223,1,518.24,1,A risque 🟡
CLT_00981,199,1,1157.93,1,A risque 🟡
CLT_00982,600,2,22045.89,0,Perdus 🔴
CLT_00983,410,1,948.23,1,A risque 🟡
CLT_00984,314,1,2666.89,1,A risque 🟡
CLT_00985,280,1,9691.99,1,A risque 🟡
CLT_00986,539,1,661.02,0,Perdus 🔴
CLT_00987,400,1,2119.84,1,A risque 🟡
CLT_00988,237,1,1189.84,1,A risque 🟡
CLT_00989,671,1,5124.99,0,Perdus 🔴
CLT_00990,359,1,4321.73,1,A risque 🟡
CLT_00991,42,4,117844.73,1,A risque 🟡
CLT_00992,427,1,1130.58,1,A risque 🟡
CLT_00993,583,1,4318.09,0,Perdus 🔴
CLT_00994,264,2,3457.9300000000003,1,A risque 🟡
CLT_00995,139,2,6277.45,1,A risque 🟡
CLT_00996,34,3,6327.599999999999,1,A risque 🟡
CLT_00997,491,2,52881.96,1,A risque 🟡
CLT_00998,1001,1,94822.83,0,Perdus 🔴
CLT_00999,378,1,834.26,1,A risque 🟡
CLT_01000,339,2,5042.03,1,A risque 🟡
CLT_01001,304,1,22338.07,1,A risque 🟡
CLT_01002,627,1,4171.29,0,Perdus 🔴
CLT_01003,36,11,138860.76,1,A risque 🟡
CLT_01004,176,8,4240.58,1,A risque 🟡
CLT_01005,204,1,105763.93,1,A risque 🟡
CLT_01006,700,1,3266.83,0,Perdus 🔴
CLT_01007,911,1,1664.87,0,Perdus 🔴
CLT_01008,29,1,738.52,1,A risque 🟡
CLT_01010,662,1,13588.84,0,Perdus 🔴
CLT_01011,386,1,3820.27,1,A risque 🟡
CLT_01012,686,1,2831.01,0,Perdus 🔴
CLT_01013,182,1,4631.73,1,A risque 🟡
CLT_01014,278,2,108563.03,1,A risque 🟡
CLT_01015,422,1,213351.37,1,A risque 🟡
CLT_01016,142,1,5652.9,1,A risque 🟡
CLT_01017,400,2,33940.19,1,A risque 🟡
CLT_01018,950,1,20003.97,0,Perdus 🔴
CLT_01019,900,3,19589.11,0,Perdus 🔴
CLT_01020,800,2,137602.51,0,Perdus 🔴
CLT_01021,74,4,62993.35999999999,1,A risque 🟡
CLT_01022,133,1,13676.37,1,A risque 🟡
CLT_01023,208,1,1440.58,1,A risque 🟡
CLT_01024,562,2,40071.76,0,Perdus 🔴
CLT_01025,431,3,7853.89,1,A risque 🟡
CLT_01026,1037,1,16111.58,0,Perdus 🔴
CLT_01027,204,1,1176.17,1,A risque 🟡
CLT_01028,204,1,26440.98,1,A risque 🟡
CLT_01029,280,1,770.44,1,A risque 🟡
CLT_01030,195,1,5452.31,1,A risque 🟡
CLT_01031,625,2,12828.439999999999,0,Perdus 🔴
CLT_01032,550,1,26440.98,0,Perdus 🔴
CLT_01034,1067,2,4789.46,0,Perdus 🔴
CLT_01035,951,1,2615.83,0,Perdus 🔴
CLT_01036,164,1,5032.9,1,A risque 🟡
CLT_01037,131,23,144564.71000000002,1,A risque 🟡
CLT_01038,955,2,27811.35,0,Perdus 🔴
CLT_01039,409,1,29176.26,1,A risque 🟡
CLT_01040,809,1,1722.71,0,Perdus 🔴
CLT_01041,576,1,117051.49,0,Perdus 🔴
CLT_01042,933,1,1017.52,0,Perdus 🔴
CLT_01043,975,1,94822.83,0,Perdus 🔴
CLT_01044,710,1,2264.81,0,Perdus 🔴
CLT_01045,186,1,26440.98,1,A risque 🟡
CLT_01046,722,1,26440.98,0,Perdus 🔴
CLT_01047,490,1,4321.73,1,A risque 🟡
CLT_01048,356,1,106675.69,1,A risque 🟡
CLT_01049,486,1,1048.52,1,A risque 🟡
CLT_01050,374,3,7590.379999999999,1,A risque 🟡
CLT_01051,122,1,13676.37,1,A risque 🟡
CLT_01052,757,1,6344.01,0,Perdus 🔴
CLT_01053,1050,1,2989.72,0,Perdus 🔴
CLT_01054,230,1,3920.56,1,A risque 🟡
CLT_01055,353,4,2935.87,1,A risque 🟡
CLT_01056,91,1,26440.98,1,A risque 🟡
CLT_01057,467,1,5124.08,1,A risque 🟡
CLT_01058,79,1,26440.98,1,A risque 🟡
CLT_01059,47,1,92999.32,1,A risque 🟡
CLT_01060,161,1,26440.98,1,A risque 🟡
CLT_01061,711,7,8941.49,0,Perdus 🔴
CLT_01062,69,2,5479.66,1,A risque 🟡
CLT_01063,609,1,29176.26,0,Perdus 🔴
CLT_01064,854,3,16029.619999999999,0,Perdus 🔴
CLT_01066,35,3,12035.2,1,A risque 🟡
CLT_01067,36,1,14861.66,1,A risque 🟡
CLT_01068,605,1,682.91,0,Perdus 🔴
CLT_01069,324,1,4321.73,1,A risque 🟡
CLT_01071,593,1,1790.69,0,Perdus 🔴
CLT_01072,1095,1,8645.29,0,Perdus 🔴
CLT_01073,442,2,1632.0500000000002,1,A risque 🟡
CLT_01074,630,3,1673.99,0,Perdus 🔴
CLT_01075,884,1,1045.79,0,Perdus 🔴
CLT_01076,385,1,26440.98,1,A risque 🟡
CLT_01077,1054,1,94822.83,0,Perdus 🔴
CLT_01078,759,2,8107.360000000001,0,Perdus 🔴
CLT_01079,39,1,15417.83,1,A risque 🟡
CLT_01080,722,2,2647.75,0,Perdus 🔴
CLT_01081,327,2,10243.6,1,A risque 🟡
CLT_01082,1065,2,52882.869999999995,0,Perdus 🔴
CLT_01083,617,1,26440.98,0,Perdus 🔴
CLT_01084,141,1,26440.98,1,A risque 🟡
CLT_01085,512,1,31391.83,0,Perdus 🔴
CLT_01086,784,1,26440.98,0,Perdus 🔴
CLT_01087,259,1,27352.74,1,A risque 🟡
CLT_01088,212,1,7749.94,1,A risque 🟡
CLT_01089,845,1,2831.01,0,Perdus 🔴
CLT_01090,589,1,80234.7,0,Perdus 🔴
CLT_01092,161,11,15189.89,1,A risque 🟡
CLT_01094,746,1,1404.11,0,Perdus 🔴
CLT_01095,122,1,28592.73,1,A risque 🟡
CLT_01096,76,1,1791.6,1,A risque 🟡
CLT_01097,657,3,29703.260000000002,0,Perdus 🔴
