id_client,wilaya,type_client,favorite_category,favorite_payment,total_orders,total_spent,average_order,total_quantity,average_quantity_per_order,days_since_last_order,Retention Score,Retention Level,Recommended Strategy
CLT_00370,Alger,B2C,Sanitaire,Paiement à la livraison,1,5997.54,5997.54,1.0,1.0,,0.11608421041402209,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00371,Laghouat,B2C,Électricité,Paiement à la livraison,3,35094.48,11698.160000000002,3.0,1.0,,0.12178838027641598,Low,Send personalized recommendations based on the customer's preferred category.
CLT_00372,Oran,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,66.0,0.07972429399025731,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00373,Tlemcen,B2C,Non catégorisé,Paiement à la livraison,2,26618.78,13309.39,2.0,1.0,362.0,0.15789086865880167,Low,Launch a win-back campaign with personalized promotions.
CLT_00374,Laghouat,B2C,Pièces de rechange pour S.A.V.,Paiement à la livraison,4,2958.65,739.6625,4.0,1.0,,0.17539633166061244,Low,Promote bundles or complementary products to increase basket size.
CLT_00375,Aïn Témouchent,B2C,Sanitaire,CIB / EDAHABIA,1,117051.49,117051.49,1.0,1.0,615.0,0.018980283457786355,Low,Launch a win-back campaign with personalized promotions.
CLT_00376,Blida,B2C,Électricité,Paiement à la livraison,1,3400.86,3400.86,1.0,1.0,184.0,0.09174548789928205,Low,Launch a win-back campaign with personalized promotions.
CLT_00377,Constantine,B2C,Électroménager,CIB / EDAHABIA,1,13402.84,13402.84,1.0,1.0,339.0,0.07427972698316418,Low,Launch a win-back campaign with personalized promotions.
CLT_00378,Bouira,B2C,Pièces de rechange pour S.A.V.,Paiement à la livraison,1,3665.27,3665.27,1.0,1.0,,0.13732403071746657,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00379,Sétif,B2C,Non catégorisé,Paiement à la livraison,3,3382.63,1127.5433333333333,10.0,3.3333333333333335,,0.11323273697955602,Low,Promote bundles or complementary products to increase basket size.
CLT_00380,Batna,B2C,Sanitaire,CIB / EDAHABIA,1,103648.65,103648.65,1.0,1.0,,0.019949786679156704,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00381,Jijel,B2C,Électricité,Paiement à la livraison,1,2315.87,2315.87,2.0,2.0,582.0,0.10353940437595226,Low,Launch a win-back campaign with personalized promotions.
CLT_00382,El Meniaa,B2C,Électricité,Paiement à la livraison,5,4275.23,855.0459999999999,9.0,1.8,,0.1460470747851146,Low,Promote bundles or complementary products to increase basket size.
CLT_00383,Annaba,B2C,Sanitaire,Paiement à la livraison,1,94822.83,94822.83,1.0,1.0,,0.03624499018979636,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00384,Alger,B2C,Non catégorisé,Paiement à la livraison,6,85596.75,14266.125,29.0,4.833333333333333,,0.335205466275933,Low,Send personalized recommendations based on the customer's preferred category.
CLT_00385,Oran,B2C,Sanitaire,Paiement à la livraison,1,1413.22,1413.22,1.0,1.0,124.0,0.10155313359267826,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00386,Alger,B2C,Non catégorisé,Paiement à la livraison,1,140410.73,140410.73,1.0,1.0,,0.04141816058811352,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00387,Skikda,B2C,Électricité,Paiement à la livraison,4,31232.269999999997,7808.067499999999,12.0,3.0,215.0,0.14645336512640045,Low,Launch a win-back campaign with personalized promotions.
CLT_00388,Mostaganem,B2C,Électricité,Paiement à la livraison,2,788.67,394.335,2.0,1.0,364.0,0.1380101929785307,Low,Launch a win-back campaign with personalized promotions.
CLT_00389,Souk Ahras,B2C,Sanitaire,Paiement à la livraison,4,20897.48,5224.37,4.0,1.0,,0.11729476321456063,Low,Promote bundles or complementary products to increase basket size.
CLT_00390,Saïda,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,,0.06741692125529655,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00391,Blida,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,,0.057974390657718713,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00392,Relizane,B2C,Non catégorisé,Paiement à la livraison,1,832.44,832.44,1.0,1.0,1121.0,0.1090331873585724,Low,Launch a win-back campaign with personalized promotions.
CLT_00393,Tlemcen,B2C,Sanitaire,Paiement à la livraison,3,138021.92,46007.30666666667,3.0,1.0,188.0,0.17746301818781593,Low,Launch a win-back campaign with personalized promotions.
CLT_00394,Mila,B2C,Sanitaire,Paiement à la livraison,2,21585.870000000003,10792.935000000001,2.0,1.0,,0.09963079626869917,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00395,Timimoun,B2C,Électricité,Paiement à la livraison,7,8556.84,1222.4057142857143,7.0,1.0,,0.17509982300800714,Low,Promote bundles or complementary products to increase basket size.
CLT_00396,Tipaza,B2C,Électricité,Paiement à la livraison,1,4321.73,4321.73,1.0,1.0,459.0,0.11639246825939256,Low,Launch a win-back campaign with personalized promotions.
CLT_00397,Bordj Bou Arreridj,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,513.0,0.058635215467529964,Low,Launch a win-back campaign with personalized promotions.
CLT_00398,Alger,B2C,Électricité,Paiement à la livraison,2,48801.84,24400.92,25.0,12.5,666.0,0.1375030352006458,Low,Launch a win-back campaign with personalized promotions.
CLT_00399,Béchar,B2C,Pièces de rechange pour S.A.V.,Paiement à la livraison,1,3738.21,3738.21,1.0,1.0,3.0,0.17541583516226636,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00400,Blida,B2C,Sanitaire,Paiement à la livraison,2,10248.16,5124.08,2.0,1.0,92.0,0.08954421599809145,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00401,Oum El Bouaghi,B2C,Non catégorisé,Paiement à la livraison,2,4169.47,2084.735,5.0,2.5,1247.0,0.11530525841594315,Low,Launch a win-back campaign with personalized promotions.
CLT_00402,Blida,B2C,Sanitaire,Paiement à la livraison,1,94822.83,94822.83,1.0,1.0,,0.028017512983997885,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00403,Tlemcen,B2C,Électricité,Paiement à la livraison,3,21157.35,7052.45,3.0,1.0,489.0,0.14726611269875234,Low,Launch a win-back campaign with personalized promotions.
CLT_00404,Médéa,B2C,Sanitaire,Paiement à la livraison,3,38362.21,12787.403333333334,3.0,1.0,249.0,0.12950641642340105,Low,Launch a win-back campaign with personalized promotions.
CLT_00405,Constantine,B2C,Électricité,Paiement à la livraison,5,8219.51,1643.902,12.0,2.4,606.0,0.1386659458069562,Low,Launch a win-back campaign with personalized promotions.
CLT_00406,El Tarf,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,,0.06961373437588197,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00407,Alger,B2C,Électricité,Paiement à la livraison,7,4800.4,685.7714285714285,13.0,1.8571428571428572,,0.21810706773030858,Low,Promote bundles or complementary products to increase basket size.
CLT_00408,El Oued,B2C,Sanitaire,Paiement à la livraison,2,147704.79,73852.395,3.0,1.5,766.0,0.0881518904061282,Low,Launch a win-back campaign with personalized promotions.
CLT_00409,Alger,B2C,Électricité,Paiement à la livraison,2,6113.33,3056.665,2.0,1.0,606.0,0.15092770110469342,Low,Launch a win-back campaign with personalized promotions.
CLT_00410,El Tarf,B2C,Électricité,Paiement à la livraison,8,43231.0,5403.875,12.0,1.5,218.0,0.23583485693506218,Low,Launch a win-back campaign with personalized promotions.
CLT_00411,Batna,B2C,Sanitaire,Paiement à la livraison,1,8128.32,8128.32,1.0,1.0,,0.07839272555912961,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00412,Adrar,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,,0.05582859345878207,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00413,Sétif,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,,0.05261740002841007,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00414,Alger,B2C,Pièces de rechange pour S.A.V.,CIB / EDAHABIA,2,6701.42,3350.71,5.0,2.5,,0.15767861655510806,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00415,Djelfa,B2C,Électricité,CIB / EDAHABIA,10,6222.49,622.249,53.0,5.3,704.0,0.12542755180959878,Low,Launch a win-back campaign with personalized promotions.
CLT_00416,Touggourt,B2C,Électricité,Paiement à la livraison,2,9089.31,4544.655,2.0,1.0,791.0,0.1001347463878461,Low,Launch a win-back campaign with personalized promotions.
CLT_00417,Aïn Defla,B2C,Sanitaire,Paiement à la livraison,1,6382.31,6382.31,1.0,1.0,451.0,0.0739324623112417,Low,Launch a win-back campaign with personalized promotions.
CLT_00418,Boumerdès,B2C,Électricité,Paiement à la livraison,3,1659.4,553.1333333333333,5.0,1.6666666666666667,455.0,0.11946975114323227,Low,Launch a win-back campaign with personalized promotions.
CLT_00419,Biskra,B2C,Sanitaire,Paiement à la livraison,1,5124.08,5124.08,1.0,1.0,,0.09052924783639553,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00420,Alger,B2C,Électricité,Paiement à la livraison,4,9828.75,2457.1875,28.0,7.0,,0.1726621932422054,Low,Promote bundles or complementary products to increase basket size.
CLT_00421,Batna,B2C,Sanitaire,Paiement à la livraison,2,1933.8400000000001,966.9200000000001,2.0,1.0,,0.09189023330469452,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00422,Adrar,B2C,Électricité,Paiement à la livraison,28,40709.1,1453.8964285714285,102.0,3.642857142857143,847.0,0.5135439810920399,Medium,Launch a win-back campaign with personalized promotions.
CLT_00423,Annaba,B2C,Électricité,Paiement à la livraison,1,1458.81,1458.81,2.0,2.0,,0.11026397608685012,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00424,Tipaza,B2C,Électricité,Paiement à la livraison,2,1440.5700000000002,720.2850000000001,3.0,1.5,184.0,0.1366654921194863,Low,Launch a win-back campaign with personalized promotions.
CLT_00425,Constantine,B2C,Sanitaire,Paiement à la livraison,1,661.02,661.02,1.0,1.0,,0.086560952939867,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00426,Annaba,B2C,Électricité,Paiement à la livraison,1,834.26,834.26,1.0,1.0,,0.11129400964666625,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00427,Mostaganem,B2C,Électricité,Paiement à la livraison,4,17045.32,4261.33,7.0,1.75,553.0,0.16373628875250928,Low,Launch a win-back campaign with personalized promotions.
CLT_00428,Alger,B2C,Électricité,Paiement à la livraison,6,30224.77,5037.461666666667,11.0,1.8333333333333333,,0.23088915949157038,Low,Promote bundles or complementary products to increase basket size.
CLT_00429,Aïn Témouchent,B2C,Électricité,Paiement à la livraison,1,11305.8,11305.8,2.0,2.0,,0.09636620208788357,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00430,Oran,B2C,Sanitaire,Paiement à la livraison,1,20003.97,20003.97,1.0,1.0,,0.07742894801290216,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00431,Alger,B2C,Sanitaire,Paiement à la livraison,4,40177.520000000004,10044.380000000001,4.0,1.0,,0.17821426804887353,Low,Send personalized recommendations based on the customer's preferred category.
CLT_00432,Khenchela,B2C,Sanitaire,Paiement à la livraison,1,94822.83,94822.83,1.0,1.0,,0.03432946351906739,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00433,Tiaret,B2C,Électricité,Paiement à la livraison,1,5461.43,5461.43,1.0,1.0,,0.08760513230504328,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00434,Tlemcen,B2C,Électricité,Paiement à la livraison,21,44092.619999999995,2099.6485714285714,40.0,1.9047619047619047,244.0,0.5249641939683143,Medium,Launch a win-back campaign with personalized promotions.
CLT_00435,Jijel,B2C,Électricité,Paiement à la livraison,2,32052.86,16026.43,2.0,1.0,,0.112352419095338,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00436,Ghardaïa,B2C,Non catégorisé,Paiement à la livraison,1,106675.69,106675.69,1.0,1.0,,0.03310782020909149,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00437,Laghouat,B2C,Sanitaire,Paiement à la livraison,1,92999.32,92999.32,1.0,1.0,663.0,0.030758426674410665,Low,Launch a win-back campaign with personalized promotions.
CLT_00438,M'Sila,B2C,Sanitaire,Paiement à la livraison,1,3555.86,3555.86,1.0,1.0,246.0,0.0929777256417168,Low,Launch a win-back campaign with personalized promotions.
CLT_00439,Alger,B2C,Sanitaire,Paiement à la livraison,1,7708.91,7708.91,1.0,1.0,,0.11415062628986046,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00440,Alger,B2C,Non catégorisé,Paiement à la livraison,1,2774.48,2774.48,1.0,1.0,,0.16588126277207246,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00441,Ouargla,B2C,Électricité,Paiement à la livraison,2,2234.7200000000003,1117.3600000000001,3.0,1.5,,0.1024584279859023,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00442,Alger,B2C,Non catégorisé,Espèces - Bureau E-com,2,41931.75,20965.875,3.0,1.5,522.0,0.13537248937253907,Low,Launch a win-back campaign with personalized promotions.
CLT_00443,El Oued,B2C,Sanitaire,Paiement à la livraison,1,40007.94,40007.94,2.0,2.0,,0.06149547660698818,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00444,Saïda,B2C,Électricité,Paiement à la livraison,4,40117.36,10029.34,4.0,1.0,949.0,0.14040713372933422,Low,Launch a win-back campaign with personalized promotions.
CLT_00445,El Tarf,B2C,Électricité,Paiement à la livraison,1,6473.48,6473.48,1.0,1.0,1370.0,0.08563229132465332,Low,Launch a win-back campaign with personalized promotions.
CLT_00446,Boumerdès,B2C,Électricité,Paiement à la livraison,3,323.66999999999996,107.88999999999999,6.0,2.0,424.0,0.11944869289540244,Low,Launch a win-back campaign with personalized promotions.
CLT_00447,Djelfa,B2C,Non catégorisé,Paiement à la livraison,2,5095.82,2547.91,2.0,1.0,,0.12411990951956867,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00448,Tiaret,B2C,Sanitaire,Paiement à la livraison,1,3592.33,3592.33,1.0,1.0,,0.07706245700673385,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00449,Adrar,B2C,Électricité,Cash on delivery,3,104821.17,34940.39,9.0,3.0,1244.0,0.11555523808827313,Low,Launch a win-back campaign with personalized promotions.
CLT_00450,Skikda,B2C,Électricité,Paiement à la livraison,1,8324.35,8324.35,10.0,10.0,852.0,0.08408585707340446,Low,Launch a win-back campaign with personalized promotions.
CLT_00451,Alger,B2C,Non catégorisé,Paiement à la livraison,2,54773.87,27386.935,4.0,2.0,184.0,0.18782620376984538,Low,Launch a win-back campaign with personalized promotions.
CLT_00452,Alger,B2C,Sanitaire,Paiement à la livraison,1,27352.74,27352.74,1.0,1.0,,0.09390051386336401,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00453,Mascara,B2C,Électricité,Paiement à la livraison,1,1791.6,1791.6,1.0,1.0,,0.10419775646018802,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00454,Oran,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,308.0,0.07624794002377683,Low,Launch a win-back campaign with personalized promotions.
CLT_00455,Skikda,B2C,Électricité,Paiement à la livraison,1,1791.6,1791.6,1.0,1.0,637.0,0.09613707709475663,Low,Launch a win-back campaign with personalized promotions.
CLT_00456,Tébessa,B2C,Sanitaire,Paiement à la livraison,1,140410.73,140410.73,1.0,1.0,,0.01913838903091926,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00457,Médéa,B2C,Sanitaire,Paiement à la livraison,1,3592.33,3592.33,1.0,1.0,,0.09217766762922926,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00458,Aïn Témouchent,B2C,Électricité,CIB / EDAHABIA,5,16814.02,3362.804,39.0,7.8,726.0,0.10315638527333874,Low,Launch a win-back campaign with personalized promotions.
CLT_00459,Mostaganem,B2C,Électricité,Paiement à la livraison,5,3492.0299999999997,698.406,9.0,1.8,,0.16640708150244804,Low,Promote bundles or complementary products to increase basket size.
CLT_00460,Oran,B2C,Électricité,Paiement à la livraison,3,3487.47,1162.49,6.0,2.0,,0.12737989688351906,Low,Promote bundles or complementary products to increase basket size.
CLT_00461,Alger,B2C,Électricité,Paiement à la livraison,1,1157.93,1157.93,1.0,1.0,,0.13992388748702636,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00462,Ghardaïa,B2C,Électricité,Espèces - Bureau E-com,1,99518.39,99518.39,59.0,59.0,585.0,0.017066657613854952,Low,Launch a win-back campaign with personalized promotions.
CLT_00463,Aïn Defla,B2C,Sanitaire,CIB / EDAHABIA,2,41175.32,20587.66,2.0,1.0,461.0,0.058770333202686736,Low,Launch a win-back campaign with personalized promotions.
CLT_00464,Alger,B2C,Électricité,CIB / EDAHABIA,2,14185.57,7092.785,2.0,1.0,,0.10922213066389616,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00465,Alger,B2C,Électricité,Paiement à la livraison,1,5461.43,5461.43,1.0,1.0,,0.13427750979647027,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00466,Mascara,B2C,Sanitaire,Paiement à la livraison,4,14861.66,3715.415,6.0,1.5,,0.12175029076533919,Low,Promote bundles or complementary products to increase basket size.
CLT_00467,Ouargla,B2C,Électricité,Paiement à la livraison,1,339.17,339.17,1.0,1.0,,0.09497893265323949,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00468,Batna,B2C,Électricité,Paiement à la livraison,1,4321.73,4321.73,1.0,1.0,,0.09434309648703963,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00469,Tipaza,B2C,Électricité,Espèces - Bureau E-com,3,51514.33,17171.443333333333,4.0,1.3333333333333333,,0.116203837947624,Low,Send personalized recommendations based on the customer's preferred category.
CLT_00470,Blida,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,,0.057974390657718713,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00471,Oran,B2C,Électricité,Paiement à la livraison,1,8834.94,8834.94,1.0,1.0,,0.10033792734546194,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00472,Aïn Témouchent,B2C,Électricité,Paiement à la livraison,1,2999.68,2999.68,1.0,1.0,704.0,0.10275450786634804,Low,Launch a win-back campaign with personalized promotions.
CLT_00473,Béchar,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,,0.07569969084174748,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00474,Laghouat,B2C,Électricité,Paiement à la livraison,3,47967.58,15989.193333333335,4.0,1.3333333333333333,,0.12534708486989068,Low,Send personalized recommendations based on the customer's preferred category.
CLT_00475,El Oued,B2C,Électricité,Paiement à la livraison,1,1258.23,1258.23,6.0,6.0,,0.10440662404721311,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00476,Alger,B2C,Électricité,Espèces - Bureau E-com,2,19347.510000000002,9673.755000000001,3.0,1.5,,0.11212877576959414,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00477,Blida,B2C,Électricité,Paiement à la livraison,1,4321.73,4321.73,1.0,1.0,554.0,0.08497061897558397,Low,Launch a win-back campaign with personalized promotions.
CLT_00478,Batna,B2C,Électricité,Paiement à la livraison,6,7346.04,1224.34,14.0,2.3333333333333335,,0.14629606488427607,Low,Promote bundles or complementary products to increase basket size.
CLT_00479,Alger,B2C,Sanitaire,Paiement à la livraison,2,11449.86,5724.93,2.0,1.0,731.0,0.1282519703199654,Low,Launch a win-back campaign with personalized promotions.
CLT_00480,Béjaïa,B2C,Sanitaire,Paiement à la livraison,6,5593.64,932.2733333333334,6.0,1.0,,0.12701700999205812,Low,Promote bundles or complementary products to increase basket size.
CLT_00481,Béjaïa,B2C,Électricité,Paiement à la livraison,1,2055.1,2055.1,1.0,1.0,,0.09544863047688243,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00482,Oum El Bouaghi,B2C,Sanitaire,Paiement à la livraison,1,13630.78,13630.78,1.0,1.0,32.0,0.08329220770200112,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00483,Tlemcen,B2C,Sanitaire,CIB / EDAHABIA,2,1724.5,862.25,11.0,5.5,582.0,0.07752865467220596,Low,Launch a win-back campaign with personalized promotions.
CLT_00484,Naâma,B2C,Sanitaire,Paiement à la livraison,1,1230.87,1230.87,1.0,1.0,,0.08721272991307004,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00485,Sidi Bel Abbès,B2C,Électricité,Paiement à la livraison,4,5183.35,1295.8375,10.0,2.5,,0.18489415805301937,Low,Promote bundles or complementary products to increase basket size.
CLT_00486,Skikda,B2C,Électricité,Paiement à la livraison,1,1426.9,1426.9,1.0,1.0,,0.09745147848399792,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00487,Alger,B2C,Électricité,CIB / EDAHABIA,1,5799.81,5799.81,1.0,1.0,1428.0,0.08264383278677442,Low,Launch a win-back campaign with personalized promotions.
CLT_00488,Alger,B2C,Sanitaire,Paiement à la livraison,2,8506.7,4253.35,4.0,2.0,,0.13118866228649176,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00489,Batna,B2C,Électricité,Paiement à la livraison,2,13742.02,6871.01,2.0,1.0,,0.10540110328483404,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00490,Tiaret,B2C,Non catégorisé,Paiement à la livraison,2,3329.74,1664.87,4.0,2.0,,0.12054853237963506,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00491,Oum El Bouaghi,B2C,Sanitaire,Espèces - Bureau E-com,1,528.82,528.82,1.0,1.0,,0.0631239084552899,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00492,El Oued,B2C,Électricité,Paiement à la livraison,6,41138.53,6856.421666666666,228.0,38.0,547.0,0.12080190539998241,Low,Launch a win-back campaign with personalized promotions.
CLT_00493,Ouargla,B2C,Électricité,Paiement à la livraison,1,4631.73,4631.73,4.0,4.0,703.0,0.08813036644274777,Low,Launch a win-back campaign with personalized promotions.
CLT_00494,Aïn Defla,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,,0.05860973659045085,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00495,Sidi Bel Abbès,B2C,Sanitaire,Paiement à la livraison,1,528.82,528.82,1.0,1.0,428.0,0.13224985426034824,Low,Launch a win-back campaign with personalized promotions.
CLT_00496,Alger,B2C,Non catégorisé,Paiement à la livraison,2,20771.67,10385.835,2.0,1.0,1037.0,0.1672859075898532,Low,Launch a win-back campaign with personalized promotions.
CLT_00497,Alger,B2C,Sanitaire,Paiement à la livraison,1,80234.7,80234.7,1.0,1.0,,0.05450229291034313,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00498,Tlemcen,B2C,Sanitaire,Paiement à la livraison,1,3017.92,3017.92,1.0,1.0,307.0,0.10509594166744265,Low,Launch a win-back campaign with personalized promotions.
CLT_00499,Sidi Bel Abbès,B2C,Sanitaire,Paiement à la livraison,1,29176.26,29176.26,1.0,1.0,,0.09711203954229289,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00500,Sidi Bel Abbès,B2C,Électricité,Paiement à la livraison,2,26158.34,13079.17,2.0,1.0,1069.0,0.14473609133232127,Low,Launch a win-back campaign with personalized promotions.
CLT_00501,Alger,B2C,Électricité,Paiement à la livraison,1,834.26,834.26,1.0,1.0,366.0,0.1456452124962942,Low,Launch a win-back campaign with personalized promotions.
CLT_00502,Relizane,B2C,Électricité,Paiement à la livraison,16,35646.090000000004,2227.8806250000002,29.0,1.8125,1154.0,0.31513635694047154,Low,Launch a win-back campaign with personalized promotions.
CLT_00503,Illizi,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,,0.06703648801544147,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00504,Naâma,B2C,Sanitaire,Paiement à la livraison,4,32804.15,8201.0375,4.0,1.0,663.0,0.12468469843855663,Low,Launch a win-back campaign with personalized promotions.
CLT_00505,Tébessa,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,306.0,0.06802320482025732,Low,Launch a win-back campaign with personalized promotions.
CLT_00506,Oran,B2C,Électricité,Paiement à la livraison,1,2233.81,2233.81,5.0,5.0,,0.10580049697275008,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00507,Alger,B2C,Électricité,Paiement à la livraison,1,1279.2,1279.2,1.0,1.0,1339.0,0.12254744837228586,Low,Launch a win-back campaign with personalized promotions.
CLT_00508,Souk Ahras,B2C,Électricité,Paiement à la livraison,1,3118.21,3118.21,6.0,6.0,575.0,0.09474192161522618,Low,Launch a win-back campaign with personalized promotions.
CLT_00509,Tlemcen,B2C,Sanitaire,Paiement à la livraison,27,216478.71,8017.73,57.0,2.111111111111111,125.0,0.8801822951463191,High,Maintain loyalty through VIP rewards and exclusive offers.
CLT_00510,Oum El Bouaghi,B2C,Électricité,Paiement à la livraison,2,26158.34,13079.17,2.0,1.0,887.0,0.10054745777713078,Low,Launch a win-back campaign with personalized promotions.
CLT_00511,Béjaïa,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,576.0,0.06424927181007152,Low,Launch a win-back campaign with personalized promotions.
CLT_00512,Béjaïa,B2C,Électricité,Paiement à la livraison,2,4183.15,2091.575,6.0,3.0,,0.10378920688750508,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00513,Boumerdès,B2C,Sanitaire,Paiement à la livraison,1,140410.73,140410.73,1.0,1.0,,0.01965651980439356,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00514,Souk Ahras,B2C,Sanitaire,Paiement à la livraison,1,2092.48,2092.48,1.0,1.0,453.0,0.08595095875940126,Low,Launch a win-back campaign with personalized promotions.
CLT_00515,Djelfa,B2C,Électricité,Paiement à la livraison,1,3145.57,3145.57,1.0,1.0,,0.09204943291793098,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00516,Relizane,B2C,Sanitaire,Paiement à la livraison,1,1212.64,1212.64,1.0,1.0,,0.08499271023308846,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00517,El Bayadh,B2C,Sanitaire,Paiement à la livraison,1,24982.17,24982.17,1.0,1.0,277.0,0.07420204607604292,Low,Launch a win-back campaign with personalized promotions.
CLT_00518,Relizane,B2C,Sanitaire,Paiement à la livraison,1,26440.98,26440.98,1.0,1.0,545.0,0.06606295409478267,Low,Launch a win-back campaign with personalized promotions.
CLT_00519,Timimoun,B2C,Sanitaire,Paiement à la livraison,4,50055.520000000004,12513.880000000001,6.0,1.5,606.0,0.14096187286321432,Low,Launch a win-back campaign with personalized promotions.
CLT_00520,Timimoun,B2C,Électricité,Paiement à la livraison,6,44211.149999999994,7368.524999999999,8.0,1.3333333333333333,697.0,0.19078329285013781,Low,Launch a win-back campaign with personalized promotions.
CLT_00521,Sidi Bel Abbès,B2C,Électricité,Paiement à la livraison,1,2831.01,2831.01,1.0,1.0,818.0,0.13892720282584767,Low,Launch a win-back campaign with personalized promotions.
CLT_00522,Biskra,B2C,Sanitaire,Paiement à la livraison,1,6838.18,6838.18,1.0,1.0,,0.0889760225842558,Low,Offer a second-purchase discount to encourage repeat buying.
CLT_00523,Tlemcen,B2C,Sanitaire,Paiement à la livraison,3,14779.59,4926.53,5.0,1.6666666666666667,,0.12365537124611767,Low,Promote bundles or complementary products to increase basket size.
CLT_00524,Alger,B2C,Électricité,Paiement à la livraison,5,11444.380000000001,2288.876,9.0,1.8,949.0,0.18482790494977328,Low,Launch a win-back campaign with personalized promotions.
