id_transaction,id_commande_anon,id_client,type_client,nouveau_ou_fidele,date_commande,wilaya,categorie_produit,produit,quantite,montant_da,moyen_paiement,statut_commande,produit_key
2958,17412,CLT_02316,B2C,New,2024-05-12,Tipaza,Électricité,Variateur 400W DIAA Acrylique - Doré,1.0,578.97,Paiement à la livraison,Retour NOEST,Variateur 400W
3017,17467,CLT_02102,B2C,New,2024-05-17,Alger,Électricité,Pack Ruban LED RGB 1 ligne 8W (Multi-couleurs) avec Contrôleur,1.0,-18.24,Paiement à la livraison,Retour NOEST,Pack Ruban LED
3060,17615,CLT_02859,B2C,New,2024-06-06,Blida,Sanitaire,"Robinet compteur G4 MOP 0,5 (6/20)",1.0,1540.87,Paiement par chèque,En attente,Robinet compteu
3079,17553,CLT_02126,B2C,New,2024-05-30,Oran,Sanitaire,Mitigeur Amen Lavabo,1.0,3820.27,Paiement à la livraison,En livraison par NOEST,Mitigeur Amen L
3096,17551,CLT_03900,B2C,Returning,2024-05-30,Alger,Menuiserie,Poignée de Porte Intérieur Victoria à Condamnation - Avec la porte,13.0,0.0,Paiement par chèque,En attente,Poignée de Port
3104,13681,CLT_02564,B2C,New,2023-03-26,Tlemcen,Électricité,Sonnette collective 2 fils 5 boutons avec lecteur RFID VFE09B5,1.0,23669.24,Paiement à la livraison,Retour NOEST,Sonnette collec
3128,17543,CLT_01156,B2C,New,2024-05-27,Boumerdès,Électricité,Protecteur de tension et courant réglable PTDR5.63A,1.0,1595.58,Paiement à la livraison,En livraison par NOEST,Protecteur de t
3136,17738,CLT_03797,B2C,Returning,2024-06-21,Annaba,Sanitaire,Détecteur de flamme pour chauffe-eau à T° const,3.0,1012.05,Paiement à la livraison,En livraison par NOEST,Détecteur de fl
3159,15252,CLT_01849,B2C,Returning,2023-10-13,Alger,Pièces de rechange pour S.A.V.,Pressostat,3.0,2776.3,Paiement à la livraison,Retour NOEST,Pressostat
3175,17632,CLT_01065,B2C,Returning,2024-06-09,Laghouat,Électricité,Interrupteur Crépusculaire Extérieur (photocellule),2.0,2954.1,Paiement à la livraison,En livraison par NOEST,Interrupteur Cr
3193,17578,CLT_02028,B2C,New,2024-06-01,Djelfa,Sanitaire,Portillon Gaz,1.0,1969.4,Paiement à la livraison,En livraison par NOEST,Portillon Gaz
3220,17736,CLT_02337,B2C,Returning,2024-06-21,El Oued,Électricité,Disjoncteur différentiel sensible 300mA mono ND DPE1.2P.32,22.0,47080.54,Paiement à la livraison,En livraison par NOEST,Disjoncteur dif
3225,17675,CLT_01091,B2C,New,2024-06-13,Alger,Électricité,Interrupteur simple allumage Acrylique - Doré,2.0,702.05,Paiement à la livraison,En livraison par NOEST,Interrupteur si
3232,17565,CLT_03960,B2C,New,2024-05-31,Constantine,Électricité,Protecteur de tension et courant réglable triphasé domestique PTDR4-D 63A,1.0,4321.73,Paiement à la livraison,En livraison par NOEST,Protecteur de t
3267,17742,CLT_00802,B2C,New,2024-06-21,Alger,Électricité,Prise de protection réglable,1.0,1062.2,Paiement à la livraison,En livraison par NOEST,Prise de protec
3295,16480,CLT_03276,B2C,Returning,2024-01-29,Alger,Électricité,Tableau de distribution 12 modules,1.0,1185.29,Paiement à la livraison,Retour NOEST,Tableau de dist
3303,17669,CLT_03494,B2C,Returning,2024-06-13,Ouled Djellal,Électricité,Relais Thermique 230/400V - 37-50A,1.0,2261.16,Paiement à la livraison,En livraison par NOEST,Relais Thermiqu
3315,16374,CLT_01269,B2C,Returning,2024-01-21,Sétif,Sanitaire,Capteur de pression d’eau,2.0,1094.11,Paiement à la livraison,Retour NOEST,Capteur de pres
3330,17721,CLT_00035,B2C,Returning,2024-06-20,Tlemcen,Électricité,Contacteur Électromagnétique ENC1 230V - 9A,5.0,4832.32,Paiement à la livraison,En livraison par NOEST,Contacteur Élec
3340,16374,CLT_01269,B2C,Returning,2024-01-21,Sétif,Sanitaire,Moteur vanne à 3 voies,4.0,5762.31,Paiement à la livraison,Retour NOEST,Moteur vanne à
3394,16014,CLT_03080,B2C,Returning,2023-12-20,Alger,Sanitaire,Conduit de fumée concentrique (cheminée) pour chauffe eau à T° C,1.0,1458.81,Espèces - Bureau E-com,Partiellement remboursée,Conduit de fumé
3421,13085,CLT_02887,B2C,Returning,2023-01-15,Tizi Ouzou,Électricité,Prise réseau NOOR,3.0,618.17,Paiement à la livraison,Retour NOEST,Prise réseau NO
3435,17579,CLT_00814,B2C,Returning,2024-06-01,Chlef,Électricité,Connecteur d'alimentation Ruban LED DOB 1 ligne,3.0,314.56,Paiement à la livraison,En livraison par NOEST,Connecteur d'al
3465,17381,CLT_03944,B2C,New,2024-05-09,Bouira,Électricité,Interrupteur simple allumage Acrylique - Doré,4.0,1404.11,Paiement à la livraison,Partiellement remboursée,Interrupteur si
3491,17739,CLT_02792,B2C,Returning,2024-06-21,Mila,Électricité,Prise téléphone NOOR,20.0,3282.33,Paiement à la livraison,En livraison par NOEST,Prise téléphone
3502,17416,CLT_03080,B2C,Returning,2024-05-12,Oran,Électricité,Lampe led éclairage public 50W-6.5K-360°-AC LED (lumière blanche),20.0,59264.27,Virement / Versement  bancaire,Retour NOEST,Lampe led éclai
3510,17542,CLT_02309,B2C,New,2024-05-26,Alger,Électricité,Prise satellite Acrylique DIAA - Doré,4.0,1787.05,Paiement à la livraison,En livraison par NOEST,Prise satellite
3512,17528,CLT_03155,B2C,Returning,2024-05-24,Tlemcen,Électricité,Protecteur de tension et courant réglable PTDR5.63A,5.0,7977.88,Paiement à la livraison,En livraison par NOEST,Protecteur de t
3556,14013,CLT_01782,B2C,New,2023-05-09,Bordj Bou Arreridj,Électricité,Interrupteur simple allumage Acrylique - Noir,6.0,2106.16,Paiement à la livraison,Retour NOEST,Interrupteur si
3597,13085,CLT_02887,B2C,Returning,2023-01-15,Tizi Ouzou,Électricité,Prise Simple DIAA Acrylique - Noir,2.0,700.23,Paiement à la livraison,Retour NOEST,Prise Simple DI
3601,17741,CLT_02499,B2C,New,2024-06-21,Sidi Bel Abbès,Électricité,Prise de protection réglable,8.0,8497.58,Paiement à la livraison,En livraison par NOEST,Prise de protec
3609,17568,CLT_03770,B2C,Returning,2024-05-31,Sétif,Sanitaire,Robinet avec filtre et soupape de décharge pour chauffe-eau à T° const,1.0,939.11,CIB / EDAHABIA,En livraison par NOEST,Robinet avec fi
3650,17531,CLT_00003,B2C,New,2024-05-24,Touggourt,Électricité,Sonnette 4 fils VFE01 - Gris,1.0,8014.35,Paiement à la livraison,En livraison par NOEST,Sonnette 4 fils
3653,17507,CLT_03080,B2C,Returning,2024-05-21,Alger,Menuiserie,"PORTE PLEINE EN WPC 730mm AVEC CADRE EN WPC - Marron Fauve, Astrid",19.0,450408.45,Espèces - Bureau E-com,Partiellement payé,PORTE PLEINE EN
3675,17625,CLT_02519,B2C,New,2024-06-09,Constantine,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz Naturel) - Blanc,1.0,26440.98,Paiement à la livraison,En livraison par NOEST,Chauffe-eau à t
3684,15086,CLT_01033,B2C,New,2023-09-25,Annaba,Sanitaire,Mitigeur Lavabo Fly,1.0,5470.55,Paiement à la livraison,Retour NOEST,Mitigeur Lavabo
3721,17737,CLT_01371,B2C,New,2024-06-21,Alger,Sanitaire,Compteur d'eau semi sec à jet unique MOD.KK-1,4.0,18235.16,Paiement à la livraison,En livraison par NOEST,Compteur d'eau
3734,14621,CLT_03080,B2C,Returning,2023-07-29,Boumerdès,Sanitaire,Panneau de verre pour chauffe-eau à T° const - Gris,1.0,2201.9,Paiement à la livraison,Retour NOEST,Panneau de verr
3790,17688,CLT_03972,B2C,New,2024-06-14,Béjaïa,Électricité,Disjoncteur différentiel sensible 300mA mono ND DPE1.2P.63,1.0,2507.33,Paiement à la livraison,En livraison par NOEST,Disjoncteur dif
3791,14913,CLT_03676,B2C,New,2023-09-08,Tizi Ouzou,Électricité,Prise double simple DIAA Glass,2.0,1413.22,Paiement à la livraison,Partiellement remboursée,Prise double si
3852,17733,CLT_00064,B2C,New,2024-06-20,Tlemcen,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz Naturel) - Gris,1.0,26440.98,Paiement à la livraison,En livraison par NOEST,Chauffe-eau à t
3853,17563,CLT_01656,B2C,Returning,2024-05-31,Constantine,Électricité,Transformateur DC 24V/1A,2.0,1668.52,Paiement à la livraison,En livraison par NOEST,Transformateur
3872,17731,CLT_03973,B2C,New,2024-06-20,Constantine,Sanitaire,Mitigeur Amen Bain douche Blanc,1.0,5999.37,Paiement à la livraison,En livraison par NOEST,Mitigeur Amen B
3901,13924,CLT_01730,B2C,Returning,2023-04-28,Laghouat,Sanitaire,Chaudière SL-DL36,1.0,137602.52,CIB / EDAHABIA,Remboursée,Chaudière SL-DL
3945,15831,CLT_03776,B2C,Returning,2023-12-07,Blida,Pièces de rechange pour S.A.V.,Ventilateur 35W,1.0,3159.24,Paiement à la livraison,Partiellement remboursée,Ventilateur 35W
3946,16219,CLT_00323,B2C,New,2024-01-07,Batna,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz N… - Gris,1.0,26440.98,Paiement à la livraison,Retour NOEST,Chauffe-eau à t
4019,17544,CLT_01009,B2C,New,2024-05-27,Batna,Sanitaire,Mitigeur Bain douche Confort,1.0,9705.66,Paiement à la livraison,Retour NOEST,Mitigeur Bain d
4031,15011,CLT_01740,B2C,New,2023-09-17,Mostaganem,Électricité,Prise réseau DIAA Métal,1.0,506.03,Paiement à la livraison,Partiellement remboursée,Prise réseau DI
4042,17623,CLT_03968,B2C,New,2024-06-09,Jijel,Électricité,Disjoncteur différentiel sensible 300mA TRI ND DPE1-I.4P.45 Din Rail,6.0,24070.41,Virement / Versement  bancaire,En livraison par NOEST,Disjoncteur dif
4052,17696,CLT_03775,B2C,Returning,2024-06-15,Batna,Sanitaire,Rallonge du conduit de fumée concentrique (1m) chauffe-eau 12L,1.0,1413.22,Paiement à la livraison,En livraison par NOEST,Rallonge du con
4071,13764,CLT_00253,B2C,New,2023-04-12,Laghouat,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz Naturel) - Blanc,1.0,26440.98,Paiement à la livraison,Retour NOEST,Chauffe-eau à t
4073,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Électricité,Prise double simple DIAA Glass Gris,1.0,706.61,Paiement à la livraison,En livraison par NOEST,Prise double si
4094,17734,CLT_01681,B2C,Returning,2024-06-20,Skikda,Électricité,Interrupteur simple NOOR,10.0,1549.99,Paiement à la livraison,En livraison par NOEST,Interrupteur si
4096,17604,CLT_03520,B2C,Returning,2024-06-04,Skikda,Électricité,Serrure électrique noir avec doigt de verrouillage,1.0,7749.94,Paiement à la livraison,En livraison par NOEST,Serrure électri
4099,14647,CLT_01426,B2C,New,2023-08-02,Ain Salah,Électricité,Interrupteur double allumage Acrylique - Doré,1.0,351.03,Paiement à la livraison,Retour NOEST,Interrupteur do
4107,17522,CLT_03769,B2C,Returning,2024-05-24,Tizi Ouzou,Sanitaire,Détecteur de flamme pour chauffe-eau à T° const,3.0,1012.05,Paiement à la livraison,En livraison par NOEST,Détecteur de fl
4123,17381,CLT_03944,B2C,New,2024-05-09,Bouira,Électricité,Interrupteur simple allumage Acrylique - Noir,2.0,702.05,Paiement à la livraison,Partiellement remboursée,Interrupteur si
4133,16480,CLT_03276,B2C,Returning,2024-01-29,Alger,Électricité,Disjoncteur ECB5 DPN.1P+N.20,3.0,1381.31,Paiement à la livraison,Retour NOEST,Disjoncteur ECB
4139,14870,CLT_02398,B2C,Returning,2023-08-31,Mostaganem,Électricité,Interrupteur va et vient NIR,14.0,2999.68,Paiement à la livraison,Partiellement remboursée,Interrupteur va
4141,13235,CLT_01818,B2C,New,2023-01-29,Alger,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz Naturel) - Blanc,1.0,26440.98,Paiement à la livraison,Retour NOEST,Chauffe-eau à t
4148,17668,CLT_03613,B2C,New,2024-06-12,Ouargla,Électricité,Protecteur de tension et courant réglable triphasé domestique PTDR4-D 63A,1.0,4235.3,CIB / EDAHABIA,En livraison par NOEST,Protecteur de t
4223,17579,CLT_00814,B2C,Returning,2024-06-01,Chlef,Électricité,Prise simple NOOR,10.0,1549.99,Paiement à la livraison,En livraison par NOEST,Prise simple NO
4239,15321,CLT_03725,B2C,New,2023-10-21,Oum El Bouaghi,Électricité,Prise simple NOOR,6.0,929.99,Paiement à la livraison,Partiellement remboursée,Prise simple NO
4249,17568,CLT_03770,B2C,Returning,2024-05-31,Sétif,Non catégorisé,Capteur de débit - 28KW,1.0,1591.02,CIB / EDAHABIA,En livraison par NOEST,Capteur de débi
4271,12498,CLT_03404,B2C,New,2022-11-16,Tlemcen,Électricité,Protecteur de tension et courant réglable PTDR3.40A,1.0,1790.69,Paiement à la livraison,Retour NOEST,Protecteur de t
4331,17673,CLT_03941,B2C,Returning,2024-06-13,Annaba,Pièces de rechange pour S.A.V.,Capteur de température ECS 10kOhm,3.0,875.29,Paiement à la livraison,En livraison par NOEST,Capteur de temp
4351,14732,CLT_00388,B2C,New,2023-08-12,Mostaganem,Électricité,Prise avec terre DIAA Acrylique - Noir,1.0,351.03,Paiement à la livraison,Retour NOEST,Prise avec terr
4353,16905,CLT_03080,B2C,Returning,2024-03-15,Sétif,Sanitaire,Panneau de verre pour chauffe-eau à T° const - Blanc,1.0,3592.33,Paiement à la livraison,Retour NOEST,Panneau de verr
4357,14986,CLT_02052,B2C,New,2023-09-15,Blida,Électricité,Prise avec terre DIAA Acrylique - Doré,1.0,351.03,Paiement à la livraison,Retour NOEST,Prise avec terr
4371,15185,CLT_01759,B2C,Returning,2023-10-06,Boumerdès,Électricité,Carte de contrôle électronique,1.0,5725.84,Paiement à la livraison,Retour NOEST,Carte de contrô
4436,12498,CLT_03404,B2C,New,2022-11-16,Tlemcen,Électricité,Disjoncteur différentiel sensible 300mA mono ND DPE1.2P.32,1.0,2055.1,Paiement à la livraison,Retour NOEST,Disjoncteur dif
4439,16024,CLT_03080,B2C,Returning,2023-12-21,El Bayadh,Électricité,Protecteur de tension et courant réglable PTDR3.40A,1.0,1719.62,Paiement à la livraison,Partiellement remboursée,Protecteur de t
4440,17734,CLT_01681,B2C,Returning,2024-06-20,Skikda,Électricité,Cadre appareillage externe doublé NOOR,5.0,91.18,Paiement à la livraison,En livraison par NOEST,Cadre appareill
4444,17478,CLT_02966,B2C,New,2024-05-18,Alger,Électricité,Interrupteur va et vient Adenium,2.0,410.29,Paiement à la livraison,Retour NOEST,Interrupteur va
4450,15787,CLT_01784,B2C,New,2023-12-03,Alger,Sanitaire,Moteur vanne à 3 voies,3.0,4321.73,Paiement à la livraison,Retour NOEST,Moteur vanne à
4451,17670,CLT_01743,B2C,New,2024-06-13,Alger,Sanitaire,Capteur de débit pour chauffe-eau à T° const,1.0,638.23,Paiement à la livraison,Retour NOEST,Capteur de débi
4466,17673,CLT_03941,B2C,Returning,2024-06-13,Annaba,Sanitaire,Thermocontact 80°C pour chauffe-eau à T° const,1.0,72.94,Paiement à la livraison,En livraison par NOEST,Thermocontact 8
4552,17665,CLT_01140,B2C,New,2024-06-11,Alger,Sanitaire,Mitigeur AURA,1.0,6838.18,Paiement à la livraison,En livraison par NOEST,Mitigeur AURA
4583,16919,CLT_03905,B2C,New,2024-03-16,Tlemcen,Pièces de rechange pour S.A.V.,Vase d’expansion 6L-24kW,1.0,5032.9,Paiement à la livraison,Retour NOEST,Vase d’expansio
4586,17674,CLT_04012,B2C,Returning,2024-06-13,Sidi Bel Abbès,Sanitaire,Mitigeur Amen Cuisine Blanc,1.0,5124.08,Paiement à la livraison,En livraison par NOEST,Mitigeur Amen C
4651,12421,CLT_03080,B2C,Returning,2022-11-06,Béjaïa,Sanitaire,Bloc de gaz pour chauffe-eau à T° const,1.0,0.0,Paiement à la livraison,Retour NOEST,Bloc de gaz pou
4659,17577,CLT_01551,B2C,New,2024-06-01,Chlef,Électricité,Prise simple DIAA Acrylique - Doré,50.0,17551.34,Paiement à la livraison,En livraison par NOEST,Prise simple DI
4704,17689,CLT_03765,B2C,Returning,2024-06-15,Mascara,Sanitaire,Ventilateur 8W pour chauffe-eau à T° const WCT 12L,1.0,1180.73,Paiement à la livraison,En livraison par NOEST,Ventilateur 8W
4707,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Électricité,Spot 3D LED - 18 watt,4.0,1549.99,Paiement à la livraison,En livraison par NOEST,Spot 3D LED - 1
4729,17541,CLT_01486,B2C,New,2024-05-26,Tizi Ouzou,Sanitaire,Chaudière à condensation QL-DO30,1.0,127190.24,Paiement à la livraison,En livraison par NOEST,Chaudière à con
4783,17623,CLT_03968,B2C,New,2024-06-09,Jijel,Électricité,Disjoncteur ECB5 DPN.1P+N.16,70.0,32230.65,Virement / Versement  bancaire,En livraison par NOEST,Disjoncteur ECB
4814,17331,CLT_03870,B2C,Returning,2024-05-03,Skikda,Électricité,Disjoncteur ECB5 DPN.1P+N.16,14.0,6446.13,Paiement à la livraison,Retour NOEST,Disjoncteur ECB
4855,17675,CLT_01091,B2C,New,2024-06-13,Alger,Électricité,Protecteur de tension et courant réglable triphasé domestique PTDR4-D 63A,1.0,4321.73,Paiement à la livraison,En livraison par NOEST,Protecteur de t
4862,16480,CLT_03276,B2C,Returning,2024-01-29,Alger,Électricité,Disjoncteur ECB5 DPN.1P+N.10,2.0,920.88,Paiement à la livraison,Retour NOEST,Disjoncteur ECB
4897,17630,CLT_01070,B2C,New,2024-06-09,Alger,Sanitaire,Mitigeur Oxalis,1.0,17451.05,Paiement à la livraison,En livraison par NOEST,Mitigeur Oxalis
4907,15457,CLT_03080,B2C,Returning,2023-11-05,Alger,Sanitaire,Chauffe-eau à température constante WCT-16L (Gaz Naturel) - Blanc,1.0,29176.26,Paiement à la livraison,Partiellement remboursée,Chauffe-eau à t
4912,17522,CLT_03769,B2C,Returning,2024-05-24,Tizi Ouzou,Sanitaire,Robinet de remplissage,1.0,492.35,Paiement à la livraison,En livraison par NOEST,Robinet de remp
4935,17507,CLT_03080,B2C,Returning,2024-05-21,Alger,Menuiserie,"PORTE PLEINE EN WPC 830mm AVEC CADRE EN WPC - Marron Fauve, Astrid",1.0,23705.71,Espèces - Bureau E-com,Partiellement payé,PORTE PLEINE EN
4938,15964,CLT_03080,B2C,Returning,2023-12-16,Guelma,Pièces de rechange pour S.A.V.,Pressostat,5.0,6838.18,Paiement à la livraison,Retour NOEST,Pressostat
4941,14913,CLT_03676,B2C,New,2023-09-08,Tizi Ouzou,Électricité,Interrupteur Simple Allumage DIAA Glass,8.0,3501.15,Paiement à la livraison,Partiellement remboursée,Interrupteur Si
4974,17618,CLT_00745,B2C,New,2024-06-06,Tlemcen,Électricité,Cadre appareillage externe doublé DIAA - Doré,3.0,629.11,Paiement à la livraison,En livraison par NOEST,Cadre appareill
4982,16441,CLT_00318,B2C,Returning,2024-01-27,Ouargla,Électricité,Lampe Led Sphérique – 7 à 20 Watt (lumière blanche) - 14 watt,3.0,423.97,Paiement à la livraison,Partiellement remboursée,Lampe Led Sphér
4990,15688,CLT_01093,B2C,New,2023-11-26,Tlemcen,Sanitaire,Mitigeur Amen Douche,1.0,5124.08,Paiement à la livraison,Partiellement remboursée,Mitigeur Amen D
4998,17704,CLT_02123,B2C,New,2024-06-17,Tlemcen,Sanitaire,Portillon Gaz,1.0,1969.4,Paiement à la livraison,En livraison par NOEST,Portillon Gaz
5031,17381,CLT_03944,B2C,New,2024-05-09,Bouira,Électricité,Interrupteur double allumage Acrylique - Doré,2.0,702.05,Paiement à la livraison,Partiellement remboursée,Interrupteur do
5051,13988,CLT_00112,B2C,New,2023-05-06,Médéa,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz Naturel) - Noir,1.0,26440.98,Paiement à la livraison,Retour NOEST,Chauffe-eau à t
5130,15688,CLT_01093,B2C,New,2023-11-26,Tlemcen,Sanitaire,Mitigeur Cuisine Razy,1.0,6605.69,Paiement à la livraison,Partiellement remboursée,Mitigeur Cuisin
5140,15011,CLT_01740,B2C,New,2023-09-17,Mostaganem,Électricité,Prise satellite DIAA Métal,1.0,506.03,Paiement à la livraison,Partiellement remboursée,Prise satellite
5155,17657,CLT_03673,B2C,Returning,2024-06-11,Tlemcen,Électricité,Moniteur 4 fils 4.3 pouces VFE06,2.0,16028.71,Paiement à la livraison,En livraison par NOEST,Moniteur 4 fils
5220,17642,CLT_03812,B2C,Returning,2024-06-10,Mila,Sanitaire,Condensateur pour chauffe-eau à T° const,3.0,1230.87,Paiement à la livraison,En livraison par NOEST,Condensateur po
5263,17742,CLT_00802,B2C,New,2024-06-21,Alger,Électricité,Contrôleur Ruban LED RGB,1.0,583.53,Paiement à la livraison,En livraison par NOEST,Contrôleur Ruba
5330,17541,CLT_01486,B2C,New,2024-05-26,Tizi Ouzou,Sanitaire,Chaudière à condensation QL-DO24,1.0,104852.17,Paiement à la livraison,En livraison par NOEST,Chaudière à con
5331,17684,CLT_01687,B2C,New,2024-06-14,Batna,Électricité,Prise avec Terre DIAA Glass,10.0,4376.44,Paiement à la livraison,En livraison par NOEST,Prise avec Terr
5460,17579,CLT_00814,B2C,Returning,2024-06-01,Chlef,Électricité,Lampe Led Ovale (lumière blanche) - 36 watt,3.0,2376.95,Paiement à la livraison,En livraison par NOEST,Lampe Led Ovale
5525,13678,CLT_01420,B2C,New,2023-03-26,Alger,Sanitaire,Mitigeur Douche Tulip,2.0,15262.83,Paiement à la livraison,Retour NOEST,Mitigeur Douche
5540,17738,CLT_03797,B2C,Returning,2024-06-21,Annaba,Sanitaire,Conduit de fumée concentrique (cheminée),2.0,4832.32,Paiement à la livraison,En livraison par NOEST,Conduit de fumé
5558,17691,CLT_02352,B2C,New,2024-06-15,Alger,Sanitaire,Moteur vanne à 3 voies,1.0,1440.58,Paiement à la livraison,En livraison par NOEST,Moteur vanne à
5559,17637,CLT_03969,B2C,New,2024-06-10,Tlemcen,Électricité,Horloge programmable numérique (HPN2),1.0,2735.27,Paiement à la livraison,En livraison par NOEST,Horloge program
5614,17738,CLT_03797,B2C,Returning,2024-06-21,Annaba,Sanitaire,Capteur de température ECS pour chauffe-eau à T° const,5.0,478.67,Paiement à la livraison,En livraison par NOEST,Capteur de temp
5632,17412,CLT_02316,B2C,New,2024-05-12,Tipaza,Électricité,Prise avec terre +2 USB DIAA Glass,1.0,1358.52,Paiement à la livraison,Retour NOEST,Prise avec terr
5634,17606,CLT_02068,B2C,New,2024-06-04,Alger,Électricité,Prise double simple DIAA Glass,5.0,3533.06,Paiement à la livraison,En livraison par NOEST,Prise double si
5656,15252,CLT_01849,B2C,Returning,2023-10-13,Alger,Sanitaire,Manomètre de pression d’eau 4 bar,4.0,2735.27,Paiement à la livraison,Retour NOEST,Manomètre de pr
5738,17546,CLT_03576,B2C,New,2024-05-28,El Oued,Électricité,Disjoncteur Compact Différentiel DDBM.125A,8.0,139973.09,Paiement à la livraison,En livraison par NOEST,Disjoncteur Com
5765,17551,CLT_03900,B2C,Returning,2024-05-30,Alger,Menuiserie,"PORTE PLEINE EN PVC NID ABEILLE 730mm AVEC CADRE EN WPC - Gris Nardo, Astrid",13.0,273800.93,Paiement par chèque,En attente,PORTE PLEINE EN
5766,17620,CLT_03967,B2C,New,2024-06-06,Alger,Sanitaire,Portillon Eau,1.0,1206.26,CIB / EDAHABIA,En livraison par NOEST,Portillon Eau
5783,17547,CLT_01176,B2C,Returning,2024-05-28,Alger,Sanitaire,Chauffe-eau à température constante WCT-16L (Gaz Naturel) - Blanc,1.0,29176.26,Paiement à la livraison,En livraison par NOEST,Chauffe-eau à t
5852,14441,CLT_00350,B2C,New,2023-07-03,Biskra,Électricité,Tableau de distribution 3 modules,1.0,300.88,Paiement à la livraison,Retour NOEST,Tableau de dist
5900,17683,CLT_01086,B2C,Returning,2024-06-14,Tlemcen,Électricité,Disjoncteur ECB5 DPN.1P+N.10,12.0,5525.25,Paiement à la livraison,En livraison par NOEST,Disjoncteur ECB
5912,13012,CLT_02939,B2C,New,2023-01-08,Alger,Électricité,Cadre Appareillage Externe Quadrant DIAA - Doré,1.0,396.61,Paiement à la livraison,Retour NOEST,Cadre Appareill
5927,17677,CLT_00191,B2C,New,2024-06-14,Adrar,Sanitaire,Robinet double raccord (G3/4),1.0,1277.74,CIB / EDAHABIA,En livraison par NOEST,Robinet double
5951,17548,CLT_01086,B2C,Returning,2024-05-29,Tlemcen,Électricité,Interrupteur simple Adenium,20.0,3555.86,Paiement à la livraison,En livraison par NOEST,Interrupteur si
5971,16480,CLT_03276,B2C,Returning,2024-01-29,Alger,Électricité,Interrupteur simple NOOR,2.0,310.0,Paiement à la livraison,Retour NOEST,Interrupteur si
6084,15101,CLT_03080,B2C,Returning,2023-09-27,Tébessa,Électricité,Prise réseau Acrylique DIAA,22.0,9828.75,Paiement à la livraison,Retour NOEST,Prise réseau Ac
6116,17673,CLT_03941,B2C,Returning,2024-06-13,Annaba,Électricité,Electrode d’allumage gauche,2.0,820.58,Paiement à la livraison,En livraison par NOEST,Electrode d’all
6130,14647,CLT_01426,B2C,New,2023-08-02,Ain Salah,Électricité,Prise simple DIAA Acrylique - Noir,7.0,2457.19,Paiement à la livraison,Retour NOEST,Prise simple DI
6137,15011,CLT_01740,B2C,New,2023-09-17,Mostaganem,Électricité,Interrupteur double allumage DIAA Métal,4.0,2024.1,Paiement à la livraison,Partiellement remboursée,Interrupteur do
6156,12664,CLT_02433,B2C,New,2022-12-04,Alger,Électricité,Sonnette 4 fils avec lecteur RFID VFE01-C,1.0,11305.8,Paiement à la livraison,Retour NOEST,Sonnette 4 fils
6200,17608,CLT_00536,B2C,New,2024-06-05,Biskra,Sanitaire,Echangeur 10L,1.0,10485.22,Paiement à la livraison,En livraison par NOEST,Echangeur 10L
6218,17597,CLT_01132,B2C,New,2024-06-03,Tizi Ouzou,Électricité,Prise simple DIAA Acrylique - Noir,1.0,344.01,CIB / EDAHABIA,En livraison par NOEST,Prise simple DI
6229,17605,CLT_03965,B2C,New,2024-06-04,Oum El Bouaghi,Électricité,Transformateur DC 24V/1A,1.0,834.26,Paiement à la livraison,En livraison par NOEST,Transformateur
6231,16024,CLT_03080,B2C,Returning,2023-12-21,El Bayadh,Électricité,Disjoncteur différentiel sensible 300mA MONO ND DPE1-I.2P.45 Din Rail,1.0,2253.0,Paiement à la livraison,Partiellement remboursée,Disjoncteur dif
6236,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Sanitaire,Distributeur 4 voies,1.0,2831.01,Paiement à la livraison,En livraison par NOEST,Distributeur 4
6244,17673,CLT_03941,B2C,Returning,2024-06-13,Annaba,Pièces de rechange pour S.A.V.,Echangeur de chaleur à plaques 14,1.0,3738.21,Paiement à la livraison,En livraison par NOEST,Echangeur de ch
6311,17690,CLT_00820,B2C,Returning,2024-06-15,Jijel,Électricité,Disjoncteur ECB5 DPN.1P+N.10,52.0,23942.77,Virement / Versement  bancaire,En livraison par NOEST,Disjoncteur ECB
6319,17577,CLT_01551,B2C,New,2024-06-01,Chlef,Électricité,Cadre appareillage externe doublé DIAA - Doré,20.0,4194.09,Paiement à la livraison,En livraison par NOEST,Cadre appareill
6342,17645,CLT_03673,B2C,Returning,2024-06-10,Béjaïa,Électricité,Tableau de distribution 36 modules,1.0,3145.57,Paiement à la livraison,En livraison par NOEST,Tableau de dist
6381,14513,CLT_03276,B2C,Returning,2023-07-15,Alger,Électricité,Relais de niveau RDN.220V,1.0,2142.63,Paiement à la livraison,Retour NOEST,Relais de nivea
6400,17548,CLT_01086,B2C,Returning,2024-05-29,Tlemcen,Électricité,Interrupteur va et vient Adenium,2.0,410.29,Paiement à la livraison,En livraison par NOEST,Interrupteur va
